| stepsNumber | 2999 | 3000 | 1.25 | 0.000416667 | 1e-10 | 0.352354 | 0.354435 | 0.354435 | 1.68928 | 5.29559e-07 | 0.870918 | -0.0470815 | 0.918 || stepsNumber | 2999 | 3000 | 1.25 | 0.000416667 | 1e-10 | 0.352354 | 0.354435 | 0.354435 | 1.68928 | 5.29559e-07 | 0.870918 | -0.0470815 | 0.918 || stepsNumber | 2999 | 3000 | 1.24 | 0.000413333 | 1e-10 | 0.352196 | 0.354313 | 0.354312 | 1.68928 | 5.40041e-07 | 0.870498 | -0.0464065 | 0.916905 || stepsNumber | 2999 | 3000 | 1.23 | 0.00041 | 1e-10 | 0.352034 | 0.354187 | 0.354187 | 1.68928 | 5.50652e-07 | 0.870067 | -0.0457124 | 0.915779 || stepsNumber | 2999 | 3000 | 1.22 | 0.000406667 | 1e-10 | 0.35187 | 0.354059 | 0.354058 | 1.68928 | 5.6139e-07 | 0.869623 | -0.0449986 | 0.914621 || stepsNumber | 2999 | 3000 | 1.21 | 0.000403333 | 1e-10 | 0.351701 | 0.353926 | 0.353926 | 1.68928 | 5.72253e-07 | 0.869166 | -0.0442645 | 0.91343 || stepsNumber | 2999 | 3000 | 1.2 | 0.0004 | 1e-10 | 0.35153 | 0.353791 | 0.35379 | 1.68928 | 5.83239e-07 | 0.868696 | -0.0435096 | 0.912206 || stepsNumber | 2999 | 3000 | 1.19 | 0.000396667 | 1e-10 | 0.351354 | 0.353651 | 0.353651 | 1.68928 | 5.94346e-07 | 0.868214 | -0.0427333 | 0.910947 || stepsNumber | 2999 | 3000 | 1.18 | 0.000393333 | 1e-10 | 0.351175 | 0.353508 | 0.353508 | 1.68928 | 6.05572e-07 | 0.867717 | -0.0419351 | 0.909652 || stepsNumber | 2999 | 3000 | 1.17 | 0.00039 | 1e-10 | 0.350992 | 0.353361 | 0.353361 | 1.68928 | 6.16912e-07 | 0.867206 | -0.0411143 | 0.908321 || stepsNumber | 2999 | 3000 | 1.16 | 0.000386667 | 1e-10 | 0.350806 | 0.353211 | 0.35321 | 1.68928 | 6.28364e-07 | 0.866681 | -0.0402703 | 0.906952 || stepsNumber | 2999 | 3000 | 1.25 | 0.000416667 | 1e-10 | 0.352354 | 0.354435 | 0.354435 | 1.68928 | 5.29559e-07 | 0.870918 | -0.0470815 | 0.918 || stepsNumber | 2999 | 3000 | 1.24 | 0.000413333 | 1e-10 | 0.352196 | 0.354313 | 0.354312 | 1.68928 | 5.40041e-07 | 0.870498 | -0.0464065 | 0.916905 || stepsNumber | 2999 | 3000 | 1.23 | 0.00041 | 1e-10 | 0.352034 | 0.354187 | 0.354187 | 1.68928 | 5.50652e-07 | 0.870067 | -0.0457124 | 0.915779 || stepsNumber | 2999 | 3000 | 1.22 | 0.000406667 | 1e-10 | 0.35187 | 0.354059 | 0.354058 | 1.68928 | 5.6139e-07 | 0.869623 | -0.0449986 | 0.914621 || stepsNumber | 2999 | 3000 | 1.21 | 0.000403333 | 1e-10 | 0.351701 | 0.353926 | 0.353926 | 1.68928 | 5.72253e-07 | 0.869166 | -0.0442645 | 0.91343 || stepsNumber | 2999 | 3000 | 1.2 | 0.0004 | 1e-10 | 0.35153 | 0.353791 | 0.35379 | 1.68928 | 5.83239e-07 | 0.868696 | -0.0435096 | 0.912206 || stepsNumber | 2999 | 3000 | 1.19 | 0.000396667 | 1e-10 | 0.351354 | 0.353651 | 0.353651 | 1.68928 | 5.94346e-07 | 0.868214 | -0.0427333 | 0.910947 || stepsNumber | 2999 | 3000 | 1.18 | 0.000393333 | 1e-10 | 0.351175 | 0.353508 | 0.353508 | 1.68928 | 6.05572e-07 | 0.867717 | -0.0419351 | 0.909652 || stepsNumber | 2999 | 3000 | 1.17 | 0.00039 | 1e-10 | 0.350992 | 0.353361 | 0.353361 | 1.68928 | 6.16912e-07 | 0.867206 | -0.0411143 | 0.908321 || stepsNumber | 2999 | 3000 | 1.16 | 0.000386667 | 1e-10 | 0.350806 | 0.353211 | 0.35321 | 1.68928 | 6.28364e-07 | 0.866681 | -0.0402703 | 0.906952 || stepsNumber | 2999 | 3000 | 1.15 | 0.000383333 | 1e-10 | 0.350615 | 0.353056 | 0.353056 | 1.68928 | 6.39925e-07 | 0.866142 | -0.0394024 | 0.905544 || stepsNumber | 2999 | 3000 | 1.14 | 0.00038 | 1e-10 | 0.350421 | 0.352898 | 0.352897 | 1.68928 | 6.5159e-07 | 0.865587 | -0.0385101 | 0.904097 || stepsNumber | 2999 | 3000 | 1.13 | 0.000376667 | 1e-10 | 0.350223 | 0.352735 | 0.352734 | 1.68928 | 6.63356e-07 | 0.865016 | -0.0375926 | 0.902608 || stepsNumber | 2999 | 3000 | 1.12 | 0.000373333 | 1e-10 | 0.350021 | 0.352568 | 0.352567 | 1.68928 | 6.75218e-07 | 0.864429 | -0.0366494 | 0.901078 || stepsNumber | 2999 | 3000 | 1.25 | 0.000416667 | 1e-10 | 0.352354 | 0.354435 | 0.354435 | 1.68928 | 5.29559e-07 | 0.870918 | -0.0470815 | 0.918 |
| stepsNumber | 2999 | 3000 | 1.24 | 0.000413333 | 1e-10 | 0.352196 | 0.354313 | 0.354312 | 1.68928 | 5.40041e-07 | 0.870498 | -0.0464065 | 0.916905 |
| stepsNumber | 2999 | 3000 | 1.23 | 0.00041 | 1e-10 | 0.352034 | 0.354187 | 0.354187 | 1.68928 | 5.50652e-07 | 0.870067 | -0.0457124 | 0.915779 |
| stepsNumber | 2999 | 3000 | 1.22 | 0.000406667 | 1e-10 | 0.35187 | 0.354059 | 0.354058 | 1.68928 | 5.6139e-07 | 0.869623 | -0.0449986 | 0.914621 |
| stepsNumber | 2999 | 3000 | 1.21 | 0.000403333 | 1e-10 | 0.351701 | 0.353926 | 0.353926 | 1.68928 | 5.72253e-07 | 0.869166 | -0.0442645 | 0.91343 |
| stepsNumber | 2999 | 3000 | 1.2 | 0.0004 | 1e-10 | 0.35153 | 0.353791 | 0.35379 | 1.68928 | 5.83239e-07 | 0.868696 | -0.0435096 | 0.912206 |
| stepsNumber | 2999 | 3000 | 1.19 | 0.000396667 | 1e-10 | 0.351354 | 0.353651 | 0.353651 | 1.68928 | 5.94346e-07 | 0.868214 | -0.0427333 | 0.910947 |
| stepsNumber | 2999 | 3000 | 1.18 | 0.000393333 | 1e-10 | 0.351175 | 0.353508 | 0.353508 | 1.68928 | 6.05572e-07 | 0.867717 | -0.0419351 | 0.909652 |
| stepsNumber | 2999 | 3000 | 1.17 | 0.00039 | 1e-10 | 0.350992 | 0.353361 | 0.353361 | 1.68928 | 6.16912e-07 | 0.867206 | -0.0411143 | 0.908321 |
| stepsNumber | 2999 | 3000 | 1.25 | 0.000416667 | 1e-10 | 0.352354 | 0.354435 | 0.354435 | 1.68928 | 5.29559e-07 | 0.870918 | -0.0470815 | 0.918 |
| stepsNumber | 2999 | 3000 | 1.24 | 0.000413333 | 1e-10 | 0.352196 | 0.354313 | 0.354312 | 1.68928 | 5.40041e-07 | 0.870498 | -0.0464065 | 0.916905 |
| stepsNumber | 2999 | 3000 | 1.23 | 0.00041 | 1e-10 | 0.352034 | 0.354187 | 0.354187 | 1.68928 | 5.50652e-07 | 0.870067 | -0.0457124 | 0.915779 |
| stepsNumber | 2999 | 3000 | 1.22 | 0.000406667 | 1e-10 | 0.35187 | 0.354059 | 0.354058 | 1.68928 | 5.6139e-07 | 0.869623 | -0.0449986 | 0.914621 |
| stepsNumber | 2999 | 3000 | 1.21 | 0.000403333 | 1e-10 | 0.351701 | 0.353926 | 0.353926 | 1.68928 | 5.72253e-07 | 0.869166 | -0.0442645 | 0.91343 |
| stepsNumber | 2999 | 3000 | 1.2 | 0.0004 | 1e-10 | 0.35153 | 0.353791 | 0.35379 | 1.68928 | 5.83239e-07 | 0.868696 | -0.0435096 | 0.912206 |
| stepsNumber | 2999 | 3000 | 1.19 | 0.000396667 | 1e-10 | 0.351354 | 0.353651 | 0.353651 | 1.68928 | 5.94346e-07 | 0.868214 | -0.0427333 | 0.910947 |
| stepsNumber | 2999 | 3000 | 1.18 | 0.000393333 | 1e-10 | 0.351175 | 0.353508 | 0.353508 | 1.68928 | 6.05572e-07 | 0.867717 | -0.0419351 | 0.909652 |
| stepsNumber | 2999 | 3000 | 1.17 | 0.00039 | 1e-10 | 0.350992 | 0.353361 | 0.353361 | 1.68928 | 6.16912e-07 | 0.867206 | -0.0411143 | 0.908321 |
| stepsNumber | 2999 | 3000 | 1.16 | 0.000386667 | 1e-10 | 0.350806 | 0.353211 | 0.35321 | 1.68928 | 6.28364e-07 | 0.866681 | -0.0402703 | 0.906952 |
| stepsNumber | 2999 | 3000 | 1.15 | 0.000383333 | 1e-10 | 0.350615 | 0.353056 | 0.353056 | 1.68928 | 6.39925e-07 | 0.866142 | -0.0394024 | 0.905544 |
| stepsNumber | 2999 | 3000 | 1.14 | 0.00038 | 1e-10 | 0.350421 | 0.352898 | 0.352897 | 1.68928 | 6.5159e-07 | 0.865587 | -0.0385101 | 0.904097 |
| stepsNumber | 2999 | 3000 | 1.13 | 0.000376667 | 1e-10 | 0.350223 | 0.352735 | 0.352734 | 1.68928 | 6.63356e-07 | 0.865016 | -0.0375926 | 0.902608 |
| stepsNumber | 2999 | 3000 | 1.12 | 0.000373333 | 1e-10 | 0.350021 | 0.352568 | 0.352567 | 1.68928 | 6.75218e-07 | 0.864429 | -0.0366494 | 0.901078 |
| stepsNumber | 2999 | 3000 | 1.11 | 0.00037 | 1e-10 | 0.349814 | 0.352397 | 0.352396 | 1.68928 | 6.87171e-07 | 0.863826 | -0.0356795 | 0.899505 |
| stepsNumber | 2999 | 3000 | 1.1 | 0.000366667 | 1e-10 | 0.349604 | 0.352221 | 0.35222 | 1.68928 | 6.99211e-07 | 0.863205 | -0.0346825 | 0.897888 |
| stepsNumber | 2999 | 3000 | 1.09 | 0.000363333 | 1e-10 | 0.349389 | 0.352041 | 0.35204 | 1.68928 | 7.11331e-07 | 0.862568 | -0.0336574 | 0.896225 |
